timestamp,well_id,css_cycle_id,oil_rate_bpd,water_rate_bpd,gas_rate_mmscfd,total_fluid_rate_bpd,water_cut_pct,bottomhole_pressure_bar,wellhead_pressure_bar,cumulative_oil_bbl,steam_consumption_ton,SOR,energy_consumption_kWh
2023-03-11,BGW-003,BGW-003-C1,93.4,94.5,0.0501,187.9,50.3,43.7,26.3,4806.6,13.82,0.106,382.3
2023-03-12,BGW-003,BGW-003-C1,58.4,86.5,0.0313,144.9,59.7,41.0,23.4,4864.9,13.82,0.108,591.7
2023-03-13,BGW-003,BGW-003-C1,77.8,101.0,0.0513,178.7,56.5,40.4,22.2,4942.7,13.82,0.109,606.3
2023-03-14,BGW-003,BGW-003-C1,73.3,96.8,0.037,170.1,56.9,42.6,31.5,5016.0,13.82,0.11,493.2
2023-03-15,BGW-003,BGW-003-C1,51.2,47.3,0.0298,98.5,48.0,40.4,25.8,5067.2,13.82,0.112,504.0
2023-03-16,BGW-003,BGW-003-C1,61.0,72.0,0.0337,132.9,54.1,42.0,27.9,5128.2,13.82,0.113,309.5
2023-03-17,BGW-003,BGW-003-C1,66.3,75.9,0.0291,142.2,53.4,41.4,22.9,5194.5,13.82,0.114,583.5
2023-03-18,BGW-003,BGW-003-C1,55.0,76.1,0.0372,131.1,58.0,43.2,26.4,5249.6,13.82,0.116,624.8
2023-03-19,BGW-003,BGW-003-C1,51.8,82.1,0.0356,133.8,61.3,39.3,24.1,5301.3,13.82,0.117,541.6
2023-03-20,BGW-003,BGW-003-C1,59.8,82.1,0.0292,142.0,57.9,38.8,25.1,5361.1,13.82,0.119,598.0
2023-03-21,BGW-003,BGW-003-C1,56.5,112.9,0.0331,169.4,66.6,38.1,23.4,5417.7,13.82,0.12,577.7
2023-03-22,BGW-003,BGW-003-C1,52.0,63.6,0.0262,115.6,55.0,39.1,19.6,5469.7,13.82,0.121,553.2
2023-03-23,BGW-003,BGW-003-C1,44.6,71.2,0.0236,115.8,61.5,40.7,30.6,5514.3,13.82,0.123,307.7
2023-03-24,BGW-003,BGW-003-C1,39.9,71.9,0.0242,111.8,64.3,42.5,26.4,5554.2,13.82,0.124,567.1
2023-03-25,BGW-003,BGW-003-C1,54.7,88.6,0.025,143.3,61.8,38.6,27.6,5608.9,13.82,0.126,563.8
2023-03-26,BGW-003,BGW-003-C1,39.6,69.6,0.0197,109.2,63.7,39.5,19.9,5648.6,13.82,0.127,665.0
2023-03-27,BGW-003,BGW-003-C1,54.7,95.3,0.0364,150.0,63.5,38.7,25.1,5703.3,13.82,0.128,672.8
2023-03-28,BGW-003,BGW-003-C1,35.7,70.1,0.0245,105.7,66.3,36.9,26.2,5738.9,13.82,0.13,499.5
2023-03-29,BGW-003,BGW-003-C1,41.4,62.0,0.0175,103.5,60.0,43.0,25.2,5780.4,13.82,0.131,366.9
2023-03-30,BGW-003,BGW-003-C1,49.6,79.7,0.023,129.3,61.6,40.1,21.0,5830.0,13.82,0.133,622.0
2023-03-31,BGW-003,BGW-003-C1,45.6,80.6,0.0241,126.3,63.9,38.7,18.8,5875.6,13.82,0.134,518.3
2023-04-01,BGW-003,BGW-003-C1,39.9,69.3,0.0219,109.2,63.5,38.4,24.1,5915.5,13.82,0.135,551.1
2023-04-02,BGW-003,BGW-003-C1,55.3,95.0,0.0223,150.3,63.2,38.6,24.9,5970.8,13.82,0.137,542.8
2023-04-03,BGW-003,BGW-003-C1,39.4,75.6,0.0197,114.9,65.7,43.2,32.2,6010.1,13.82,0.138,351.3
2023-04-04,BGW-003,BGW-003-C1,51.0,90.5,0.0282,141.5,64.0,38.6,22.3,6061.1,13.82,0.139,349.7
2023-04-05,BGW-003,BGW-003-C1,38.9,69.5,0.0198,108.5,64.1,39.0,27.7,6100.1,13.82,0.14,455.3
2023-04-06,BGW-003,BGW-003-C1,34.0,58.0,0.0214,92.0,63.1,41.6,24.1,6134.0,13.82,0.142,377.8
2023-04-07,BGW-003,BGW-003-C1,26.2,48.7,0.0183,74.9,65.0,38.0,20.9,6160.2,13.82,0.144,422.0
2023-04-08,BGW-003,BGW-003-C1,21.0,43.2,0.0093,64.3,67.3,39.2,23.4,6181.3,13.82,0.145,491.4
2023-04-09,BGW-003,BGW-003-C1,33.5,58.6,0.0202,92.1,63.6,38.1,25.8,6214.7,13.82,0.147,616.8
2023-04-10,BGW-003,BGW-003-C1,31.6,49.3,0.0203,80.9,60.9,37.7,22.7,6246.3,13.82,0.148,447.9
2023-04-11,BGW-003,BGW-003-C1,22.9,48.8,0.0158,71.7,68.1,39.8,28.6,6269.2,13.82,0.15,465.0
2023-04-12,BGW-003,BGW-003-C1,41.4,92.9,0.0188,134.3,69.2,36.4,20.1,6310.6,13.82,0.151,327.0
2023-04-13,BGW-003,BGW-003-C1,22.1,41.9,0.0139,64.1,65.5,39.2,27.6,6332.7,13.82,0.153,387.9
2023-04-14,BGW-003,BGW-003-C1,30.5,64.1,0.0139,94.6,67.7,38.1,25.6,6363.3,13.82,0.154,623.8
2023-04-15,BGW-003,BGW-003-C1,21.2,42.0,0.0143,63.1,66.5,40.7,21.8,6384.4,13.82,0.156,438.7
2023-04-16,BGW-003,BGW-003-C1,34.4,56.0,0.0157,90.4,62.0,36.2,20.7,6418.8,13.82,0.157,498.8
2023-04-17,BGW-003,BGW-003-C1,31.7,70.9,0.0174,102.6,69.1,37.0,22.5,6450.5,13.82,0.159,554.0
2023-04-18,BGW-003,BGW-003-C1,37.4,82.8,0.015,120.1,68.9,38.5,20.2,6487.9,13.82,0.16,606.7
2023-04-19,BGW-003,BGW-003-C1,21.3,56.2,0.009,77.5,72.5,36.2,18.0,6509.2,13.82,0.161,373.0
2023-04-20,BGW-003,BGW-003-C1,15.9,30.2,0.0074,46.1,65.5,38.6,22.8,6525.1,13.82,0.163,462.3
2023-04-21,BGW-003,BGW-003-C1,42.8,86.4,0.0277,129.2,66.9,36.4,22.7,6567.8,13.82,0.164,578.9
2023-04-22,BGW-003,BGW-003-C1,28.1,49.7,0.0117,77.9,63.9,36.8,23.4,6596.0,13.82,0.165,538.7
2023-04-23,BGW-003,BGW-003-C1,24.0,51.4,0.0166,75.3,68.2,38.8,23.8,6619.9,13.82,0.167,355.3
2023-05-20,BGW-003,BGW-003-C2,241.8,63.6,0.1198,305.4,20.8,49.6,39.6,6861.8,16.46,0.068,632.8
2023-05-21,BGW-003,BGW-003-C2,221.3,66.4,0.1472,287.7,23.1,52.9,37.1,7083.1,16.46,0.071,594.7
2023-05-22,BGW-003,BGW-003-C2,217.6,49.2,0.1472,266.7,18.4,50.6,31.7,7300.6,16.46,0.073,607.1
2023-05-23,BGW-003,BGW-003-C2,210.2,84.9,0.0845,295.1,28.8,50.9,32.6,7510.9,16.46,0.074,590.8
2023-05-24,BGW-003,BGW-003-C2,202.0,65.2,0.0979,267.2,24.4,50.9,34.4,7712.9,16.46,0.075,475.4
2023-05-25,BGW-003,BGW-003-C2,205.4,87.1,0.1031,292.5,29.8,51.8,39.2,7918.3,16.46,0.076,364.5
2023-05-26,BGW-003,BGW-003-C2,198.9,66.4,0.1038,265.3,25.0,49.4,30.0,8117.2,16.46,0.077,374.7
2023-05-27,BGW-003,BGW-003-C2,179.8,72.3,0.0879,252.1,28.7,49.0,29.4,8297.0,16.46,0.079,485.1
2023-05-28,BGW-003,BGW-003-C2,181.4,84.4,0.1203,265.8,31.7,48.0,32.4,8478.4,16.46,0.08,464.3
2023-05-29,BGW-003,BGW-003-C2,177.9,89.9,0.0901,267.8,33.6,46.8,30.7,8656.3,16.46,0.081,408.2
2023-05-30,BGW-003,BGW-003-C2,180.3,87.0,0.1058,267.4,32.5,47.9,30.1,8836.7,16.46,0.082,377.6
2023-05-31,BGW-003,BGW-003-C2,162.4,79.2,0.0857,241.6,32.8,47.2,28.7,8999.1,16.46,0.083,348.1
2023-06-01,BGW-003,BGW-003-C2,156.4,92.3,0.0942,248.7,37.1,47.4,30.9,9155.5,16.46,0.084,363.9
2023-06-02,BGW-003,BGW-003-C2,160.8,99.0,0.0704,259.8,38.1,46.5,29.4,9316.3,16.46,0.085,605.0
2023-06-03,BGW-003,BGW-003-C2,169.0,118.8,0.0861,287.7,41.3,45.0,29.8,9485.3,16.46,0.086,529.1
2023-06-04,BGW-003,BGW-003-C2,143.9,81.9,0.0643,225.8,36.3,46.0,33.3,9629.2,16.46,0.088,319.5
2023-06-05,BGW-003,BGW-003-C2,136.2,106.3,0.0759,242.5,43.8,45.4,30.7,9765.4,16.46,0.089,425.0
2023-06-06,BGW-003,BGW-003-C2,127.1,101.1,0.0819,228.2,44.3,45.0,32.7,9892.5,16.46,0.091,473.7
2023-06-07,BGW-003,BGW-003-C2,137.1,110.8,0.0629,247.9,44.7,45.9,26.6,10029.6,16.46,0.092,358.3
2023-06-08,BGW-003,BGW-003-C2,118.8,81.3,0.0653,200.1,40.6,44.1,25.5,10148.4,16.46,0.093,368.9
2023-06-09,BGW-003,BGW-003-C2,129.9,105.7,0.0529,235.7,44.9,46.5,34.4,10278.4,16.46,0.095,540.3
2023-06-10,BGW-003,BGW-003-C2,129.4,120.3,0.0773,249.7,48.2,47.1,28.9,10407.8,16.46,0.096,382.5
2023-06-11,BGW-003,BGW-003-C2,133.6,97.1,0.0852,230.8,42.1,45.7,32.0,10541.4,16.46,0.097,641.0
2023-06-12,BGW-003,BGW-003-C2,139.7,122.9,0.0604,262.6,46.8,44.0,24.4,10681.2,16.46,0.097,342.6
2023-06-13,BGW-003,BGW-003-C2,110.9,92.0,0.0691,202.9,45.3,43.3,33.2,10792.0,16.46,0.099,420.3
2023-06-14,BGW-003,BGW-003-C2,97.0,101.0,0.0566,198.0,51.0,42.0,28.5,10889.0,16.46,0.1,640.1
2023-06-15,BGW-003,BGW-003-C2,116.0,117.6,0.063,233.6,50.3,45.1,28.1,11005.0,16.46,0.101,345.0
2023-06-16,BGW-003,BGW-003-C2,94.5,91.3,0.0587,185.8,49.2,42.3,28.4,11099.5,16.46,0.103,344.0
2023-06-17,BGW-003,BGW-003-C2,89.7,91.1,0.0518,180.8,50.4,42.5,26.5,11189.3,16.46,0.104,630.7
2023-06-18,BGW-003,BGW-003-C2,96.8,102.4,0.0405,199.3,51.4,42.3,31.5,11286.1,16.46,0.106,356.7
2023-06-19,BGW-003,BGW-003-C2,100.0,104.5,0.0681,204.5,51.1,46.0,34.5,11386.1,16.46,0.107,600.3
2023-06-20,BGW-003,BGW-003-C2,90.0,92.0,0.0562,182.0,50.6,42.7,29.8,11476.1,16.46,0.108,341.4
2023-06-21,BGW-003,BGW-003-C2,65.5,87.2,0.0406,152.7,57.1,43.5,29.2,11541.6,16.46,0.11,583.9
2023-06-22,BGW-003,BGW-003-C2,75.7,94.4,0.052,170.2,55.5,42.6,30.6,11617.4,16.46,0.112,445.6
2023-06-23,BGW-003,BGW-003-C2,79.6,106.4,0.0483,186.0,57.2,40.7,28.9,11697.0,16.46,0.113,404.4
2023-06-24,BGW-003,BGW-003-C2,81.3,103.2,0.055,184.4,55.9,43.4,25.4,11778.2,16.46,0.115,424.3
2023-06-25,BGW-003,BGW-003-C2,71.7,87.0,0.037,158.7,54.8,43.4,25.9,11850.0,16.46,0.116,366.5
2023-06-26,BGW-003,BGW-003-C2,90.1,108.4,0.0538,198.6,54.6,38.9,28.0,11940.1,16.46,0.118,587.4
2023-06-27,BGW-003,BGW-003-C2,69.0,86.7,0.033,155.7,55.7,40.0,20.5,12009.1,16.46,0.119,592.8
2023-06-28,BGW-003,BGW-003-C2,70.3,82.9,0.0359,153.2,54.1,43.7,32.9,12079.4,16.46,0.121,623.4
2023-06-29,BGW-003,BGW-003-C2,70.8,82.7,0.0492,153.5,53.9,42.5,24.0,12150.2,16.46,0.122,629.2
2023-06-30,BGW-003,BGW-003-C2,58.4,79.1,0.0324,137.5,57.5,42.3,27.5,12208.6,16.46,0.124,350.7
2023-07-01,BGW-003,BGW-003-C2,66.5,63.2,0.0278,129.6,48.7,40.0,22.4,12275.0,16.46,0.125,644.6
2023-07-02,BGW-003,BGW-003-C2,56.8,81.6,0.0274,138.4,59.0,42.5,23.7,12331.8,16.46,0.127,330.6
2023-07-03,BGW-003,BGW-003-C2,61.1,95.6,0.0318,156.7,61.0,40.6,22.8,12392.9,16.46,0.128,472.6
2023-07-04,BGW-003,BGW-003-C2,60.3,76.5,0.037,136.7,55.9,42.3,24.5,12453.2,16.46,0.13,556.3
2023-07-05,BGW-003,BGW-003-C2,48.1,75.8,0.0301,123.9,61.2,41.3,30.2,12501.3,16.46,0.132,468.2
2023-07-06,BGW-003,BGW-003-C2,56.6,98.1,0.0362,154.7,63.4,40.5,22.1,12557.9,16.46,0.133,466.2
2023-07-07,BGW-003,BGW-003-C2,67.9,111.1,0.0395,179.0,62.1,41.7,22.2,12625.9,16.46,0.134,307.1
2023-07-08,BGW-003,BGW-003-C2,63.4,135.9,0.0254,199.3,68.2,38.2,26.2,12689.3,16.46,0.136,509.4
2023-07-09,BGW-003,BGW-003-C2,41.0,60.3,0.023,101.3,59.5,40.2,20.3,12730.3,16.46,0.137,326.0
2023-07-10,BGW-003,BGW-003-C2,43.9,123.5,0.0192,167.4,73.8,37.4,25.6,12774.2,16.46,0.139,533.3
2023-07-11,BGW-003,BGW-003-C2,40.5,72.3,0.0222,112.8,64.1,41.3,27.0,12814.7,16.46,0.141,515.5
2023-07-12,BGW-003,BGW-003-C2,57.2,84.4,0.024,141.6,59.6,40.6,25.5,12871.8,16.46,0.142,372.7
2023-07-13,BGW-003,BGW-003-C2,47.5,97.4,0.0275,144.9,67.2,40.3,26.3,12919.4,16.46,0.144,612.5
2023-07-14,BGW-003,BGW-003-C2,40.2,81.9,0.0212,122.0,67.1,42.5,24.5,12959.5,16.46,0.145,583.9
2023-07-15,BGW-003,BGW-003-C2,50.2,85.7,0.031,135.8,63.1,41.5,25.3,13009.7,16.46,0.147,451.9
2023-07-16,BGW-003,BGW-003-C2,51.5,86.4,0.0287,137.9,62.7,39.3,24.2,13061.2,16.46,0.148,693.8
2023-07-17,BGW-003,BGW-003-C2,32.5,59.0,0.0191,91.5,64.5,40.3,27.9,13093.7,16.46,0.15,307.0
2023-07-18,BGW-003,BGW-003-C2,37.2,51.5,0.026,88.7,58.1,37.0,19.8,13130.9,16.46,0.152,441.6
2023-07-19,BGW-003,BGW-003-C2,38.1,68.4,0.0155,106.5,64.2,40.7,30.2,13169.0,16.46,0.153,523.9
2023-07-20,BGW-003,BGW-003-C2,30.5,60.2,0.0188,90.8,66.4,41.2,28.8,13199.5,16.46,0.155,466.5
2023-07-21,BGW-003,BGW-003-C2,51.3,111.2,0.0342,162.5,68.4,39.0,23.0,13250.9,16.46,0.156,410.2
2023-07-22,BGW-003,BGW-003-C2,41.8,86.4,0.0226,128.2,67.4,38.2,26.5,13292.7,16.46,0.158,454.5
2023-07-23,BGW-003,BGW-003-C2,38.6,77.3,0.0196,115.8,66.7,40.8,29.5,13331.3,16.46,0.159,641.9
2023-07-24,BGW-003,BGW-003-C2,46.9,80.7,0.0196,127.6,63.2,38.1,23.7,13378.2,16.46,0.161,368.8
2023-07-25,BGW-003,BGW-003-C2,35.6,66.0,0.0195,101.6,65.0,38.0,18.9,13413.7,16.46,0.162,501.5
2023-07-26,BGW-003,BGW-003-C2,32.9,72.9,0.0192,105.8,68.9,39.1,25.8,13446.6,16.46,0.164,385.0
2023-07-27,BGW-003,BGW-003-C2,36.4,76.1,0.022,112.5,67.6,39.0,21.7,13483.0,16.46,0.166,650.1
2023-07-28,BGW-003,BGW-003-C2,40.8,89.3,0.0233,130.1,68.7,38.0,20.4,13523.8,16.46,0.167,429.1
2023-07-29,BGW-003,BGW-003-C2,23.7,45.7,0.0148,69.4,65.8,40.3,25.2,13547.5,16.46,0.169,652.2
2023-07-30,BGW-003,BGW-003-C2,21.3,57.3,0.0116,78.6,72.9,40.2,23.0,13568.8,16.46,0.171,315.5
2023-07-31,BGW-003,BGW-003-C2,21.5,50.8,0.0103,72.2,70.3,39.1,23.5,13590.3,16.46,0.172,534.5
2023-08-01,BGW-003,BGW-003-C2,23.0,51.5,0.0128,74.5,69.1,38.6,26.7,13613.3,16.46,0.174,400.4
2023-08-02,BGW-003,BGW-003-C2,38.5,87.2,0.0158,125.7,69.4,38.8,26.1,13651.8,16.46,0.176,442.9
2023-08-03,BGW-003,BGW-003-C2,29.4,65.8,0.0145,95.2,69.1,39.6,19.7,13681.3,16.46,0.177,401.6
2023-08-04,BGW-003,BGW-003-C2,43.7,122.5,0.021,166.2,73.7,39.2,21.3,13725.0,16.46,0.178,415.6
2023-08-05,BGW-003,BGW-003-C2,21.4,44.5,0.0088,65.9,67.5,40.6,22.0,13746.4,16.46,0.18,648.5
2023-08-06,BGW-003,BGW-003-C2,20.9,43.4,0.0125,64.3,67.4,36.1,18.9,13767.4,16.46,0.182,602.4
2023-08-07,BGW-003,BGW-003-C2,19.3,39.1,0.0111,58.4,66.9,37.9,27.8,13786.7,16.46,0.184,488.3
2023-09-05,BGW-003,BGW-003-C3,233.8,58.0,0.1346,291.8,19.9,51.1,34.9,14020.4,22.18,0.095,403.9
2023-09-06,BGW-003,BGW-003-C3,212.0,49.2,0.1417,261.2,18.8,51.5,34.4,14232.4,22.18,0.1,471.7
2023-09-07,BGW-003,BGW-003-C3,212.7,69.2,0.0986,281.9,24.6,52.1,37.5,14445.1,22.18,0.101,445.7
2023-09-08,BGW-003,BGW-003-C3,203.8,63.0,0.0825,266.8,23.6,52.8,38.9,14648.9,22.18,0.103,537.1
2023-09-09,BGW-003,BGW-003-C3,205.6,66.9,0.1185,272.5,24.5,51.0,37.7,14854.4,22.18,0.104,548.0
2023-09-10,BGW-003,BGW-003-C3,202.3,89.7,0.1087,292.0,30.7,48.8,31.9,15056.7,22.18,0.105,596.1
2023-09-11,BGW-003,BGW-003-C3,195.1,55.0,0.1295,250.1,22.0,49.0,38.4,15251.8,22.18,0.106,653.5
2023-09-12,BGW-003,BGW-003-C3,181.0,92.9,0.0931,273.9,33.9,48.7,35.8,15432.8,22.18,0.108,367.8
2023-09-13,BGW-003,BGW-003-C3,176.1,76.4,0.1029,252.5,30.3,48.8,36.6,15609.0,22.18,0.11,534.5
2023-09-14,BGW-003,BGW-003-C3,175.3,78.0,0.1221,253.3,30.8,47.1,30.7,15784.3,22.18,0.111,527.9
2023-09-15,BGW-003,BGW-003-C3,172.1,81.1,0.1101,253.2,32.0,48.8,37.2,15956.4,22.18,0.112,387.8
2023-09-16,BGW-003,BGW-003-C3,176.5,111.2,0.0874,287.7,38.6,46.8,32.0,16133.0,22.18,0.113,662.1
2023-09-17,BGW-003,BGW-003-C3,155.3,81.0,0.1011,236.3,34.3,47.8,30.7,16288.2,22.18,0.115,537.4
2023-09-18,BGW-003,BGW-003-C3,150.9,69.0,0.0992,219.8,31.4,47.8,32.5,16439.1,22.18,0.117,373.0
2023-09-19,BGW-003,BGW-003-C3,163.3,80.8,0.101,244.1,33.1,45.1,34.1,16602.4,22.18,0.118,476.1
2023-09-20,BGW-003,BGW-003-C3,151.0,100.9,0.0803,252.0,40.1,47.0,34.1,16753.4,22.18,0.12,563.9
2023-09-21,BGW-003,BGW-003-C3,145.7,80.5,0.0688,226.3,35.6,46.8,36.6,16899.2,22.18,0.121,492.1
2023-09-22,BGW-003,BGW-003-C3,143.8,104.5,0.0812,248.3,42.1,44.7,26.7,17043.0,22.18,0.123,444.5
2023-09-23,BGW-003,BGW-003-C3,138.1,112.6,0.0865,250.6,44.9,44.3,30.9,17181.0,22.18,0.124,581.4
2023-09-24,BGW-003,BGW-003-C3,132.0,106.8,0.0701,238.8,44.7,44.7,26.8,17313.1,22.18,0.126,582.9
2023-09-25,BGW-003,BGW-003-C3,124.8,110.8,0.0533,235.6,47.0,46.0,30.0,17437.8,22.18,0.128,457.5
2023-09-26,BGW-003,BGW-003-C3,113.9,90.8,0.0587,204.7,44.3,45.9,28.7,17551.8,22.18,0.13,326.3
2023-09-27,BGW-003,BGW-003-C3,103.7,79.1,0.0456,182.8,43.3,45.4,31.7,17655.5,22.18,0.132,483.8
2023-09-28,BGW-003,BGW-003-C3,108.6,86.6,0.0633,195.3,44.4,43.3,31.4,17764.1,22.18,0.134,600.8
2023-09-29,BGW-003,BGW-003-C3,121.0,110.2,0.0739,231.2,47.7,43.9,25.8,17885.2,22.18,0.135,637.8
2023-09-30,BGW-003,BGW-003-C3,121.8,92.9,0.0778,214.7,43.3,42.8,25.2,18006.9,22.18,0.137,553.1
2023-10-01,BGW-003,BGW-003-C3,96.2,106.1,0.046,202.3,52.5,43.0,30.2,18103.1,22.18,0.139,492.1
2023-10-02,BGW-003,BGW-003-C3,102.4,80.7,0.0481,183.1,44.1,42.1,24.0,18205.5,22.18,0.141,446.2
2023-10-03,BGW-003,BGW-003-C3,97.0,92.0,0.039,189.0,48.7,44.2,25.8,18302.5,22.18,0.142,366.6
2023-10-04,BGW-003,BGW-003-C3,90.2,101.7,0.0388,191.9,53.0,41.4,29.1,18392.7,22.18,0.144,382.3
2023-10-05,BGW-003,BGW-003-C3,90.8,101.5,0.0424,192.4,52.8,44.3,28.8,18483.5,22.18,0.146,506.8
2023-10-06,BGW-003,BGW-003-C3,95.8,111.0,0.0658,206.8,53.7,42.7,28.7,18579.3,22.18,0.148,371.6
2023-10-07,BGW-003,BGW-003-C3,91.0,99.3,0.0558,190.2,52.2,43.9,25.5,18670.3,22.18,0.15,601.0
2023-10-08,BGW-003,BGW-003-C3,90.2,115.5,0.0544,205.7,56.2,42.7,28.8,18760.5,22.18,0.152,372.1
2023-10-09,BGW-003,BGW-003-C3,89.2,112.3,0.0423,201.5,55.7,42.2,25.0,18849.7,22.18,0.153,548.3
2023-10-10,BGW-003,BGW-003-C3,76.8,84.9,0.0313,161.7,52.5,39.4,25.2,18926.5,22.18,0.155,618.6
2023-10-11,BGW-003,BGW-003-C3,76.9,112.2,0.0356,189.1,59.4,43.2,24.6,19003.3,22.18,0.157,635.1
2023-10-12,BGW-003,BGW-003-C3,76.2,118.8,0.044,194.9,60.9,41.5,28.9,19079.5,22.18,0.159,373.2
2023-10-13,BGW-003,BGW-003-C3,62.9,61.0,0.0297,123.9,49.2,39.1,20.4,19142.4,22.18,0.161,563.3
2023-10-14,BGW-003,BGW-003-C3,62.3,67.9,0.0365,130.2,52.1,41.9,27.2,19204.7,22.18,0.164,421.6
2023-10-15,BGW-003,BGW-003-C3,71.0,97.0,0.0479,168.0,57.7,40.9,24.8,19275.8,22.18,0.166,350.0
2023-10-16,BGW-003,BGW-003-C3,68.1,85.2,0.0419,153.3,55.6,43.4,28.2,19343.9,22.18,0.168,335.1
2023-10-17,BGW-003,BGW-003-C3,69.7,88.8,0.036,158.6,56.0,40.6,24.6,19413.6,22.18,0.169,466.2
2023-10-18,BGW-003,BGW-003-C3,72.3,113.2,0.0497,185.5,61.0,41.2,28.2,19485.9,22.18,0.171,692.5
2023-10-19,BGW-003,BGW-003-C3,54.3,87.9,0.0233,142.2,61.8,39.6,21.8,19540.2,22.18,0.173,563.9
2023-10-20,BGW-003,BGW-003-C3,57.9,103.0,0.0296,160.8,64.0,39.7,19.9,19598.1,22.18,0.176,489.0
2023-10-21,BGW-003,BGW-003-C3,52.6,78.3,0.0344,130.9,59.8,40.4,21.1,19650.7,22.18,0.178,357.6
2023-10-22,BGW-003,BGW-003-C3,69.5,114.5,0.0431,184.0,62.2,39.1,26.5,19720.2,22.18,0.179,500.1
2023-10-23,BGW-003,BGW-003-C3,50.2,69.4,0.0244,119.5,58.0,41.3,28.6,19770.3,22.18,0.182,419.4
2023-10-24,BGW-003,BGW-003-C3,46.6,70.6,0.0315,117.2,60.3,40.4,23.8,19816.9,22.18,0.184,686.2
2023-10-25,BGW-003,BGW-003-C3,44.4,75.4,0.0307,119.9,62.9,38.6,27.8,19861.4,22.18,0.186,377.2
2023-10-26,BGW-003,BGW-003-C3,57.3,86.0,0.0345,143.4,60.0,39.6,25.1,19918.7,22.18,0.188,468.7
2023-10-27,BGW-003,BGW-003-C3,44.4,71.4,0.0209,115.8,61.6,38.3,27.5,19963.1,22.18,0.19,567.5
2023-10-28,BGW-003,BGW-003-C3,55.9,92.4,0.0358,148.3,62.3,38.7,26.6,20019.0,22.18,0.192,660.4
2023-10-29,BGW-003,BGW-003-C3,72.7,127.5,0.0448,200.2,63.7,37.3,21.1,20091.7,22.18,0.193,614.7
2023-10-30,BGW-003,BGW-003-C3,53.3,127.5,0.0267,180.8,70.5,40.1,26.5,20144.9,22.18,0.195,676.4
2023-10-31,BGW-003,BGW-003-C3,35.3,74.6,0.0168,109.8,67.9,41.8,23.9,20180.2,22.18,0.198,393.8
2023-11-01,BGW-003,BGW-003-C3,42.3,62.5,0.0222,104.8,59.7,40.9,21.2,20222.5,22.18,0.2,357.9
2023-11-02,BGW-003,BGW-003-C3,25.1,44.8,0.0165,69.9,64.0,40.1,22.0,20247.6,22.18,0.203,400.9
2023-11-03,BGW-003,BGW-003-C3,52.2,99.3,0.0311,151.5,65.5,39.7,21.5,20299.8,22.18,0.204,477.8
2023-11-04,BGW-003,BGW-003-C3,33.1,65.4,0.0194,98.5,66.4,37.6,26.7,20332.9,22.18,0.207,681.2
2023-11-05,BGW-003,BGW-003-C3,53.9,93.9,0.0312,147.7,63.5,39.6,23.6,20386.8,22.18,0.208,479.4
2023-11-06,BGW-003,BGW-003-C3,49.5,83.5,0.0292,133.1,62.8,39.4,22.9,20436.3,22.18,0.21,416.2
2023-11-07,BGW-003,BGW-003-C3,41.5,98.0,0.0274,139.5,70.2,38.2,20.5,20477.8,22.18,0.212,326.0
2023-11-08,BGW-003,BGW-003-C3,36.4,69.9,0.0182,106.3,65.8,37.1,25.7,20514.2,22.18,0.214,348.5
2023-11-09,BGW-003,BGW-003-C3,28.3,53.4,0.0145,81.7,65.4,42.3,30.1,20542.5,22.18,0.217,598.8
2023-11-10,BGW-003,BGW-003-C3,44.6,99.6,0.0206,144.2,69.1,38.9,22.3,20587.1,22.18,0.218,388.9
2023-11-11,BGW-003,BGW-003-C3,36.4,71.5,0.017,107.9,66.3,38.1,23.9,20623.5,22.18,0.221,666.9
2023-11-12,BGW-003,BGW-003-C3,35.0,70.4,0.0218,105.3,66.8,37.6,25.8,20658.5,22.18,0.223,334.5
2023-11-13,BGW-003,BGW-003-C3,42.0,100.3,0.029,142.2,70.5,38.4,22.5,20700.5,22.18,0.225,698.8
2023-11-14,BGW-003,BGW-003-C3,32.1,44.1,0.0208,76.2,57.9,38.7,23.4,20732.5,22.18,0.227,395.2
2023-11-15,BGW-003,BGW-003-C3,41.9,95.7,0.0278,137.6,69.5,38.7,21.4,20774.5,22.18,0.228,404.3
2023-11-16,BGW-003,BGW-003-C3,30.3,60.2,0.0127,90.5,66.5,37.8,21.2,20804.8,22.18,0.231,609.8
2023-11-17,BGW-003,BGW-003-C3,28.3,65.0,0.019,93.3,69.6,40.2,21.9,20833.2,22.18,0.233,532.7
2023-11-18,BGW-003,BGW-003-C3,21.0,40.6,0.0108,61.6,65.9,39.3,23.9,20854.2,22.18,0.235,370.5
2023-11-19,BGW-003,BGW-003-C3,32.6,65.2,0.0173,97.8,66.7,38.6,18.9,20886.8,22.18,0.237,401.4
2023-11-20,BGW-003,BGW-003-C3,21.3,47.8,0.0102,69.1,69.1,36.5,17.9,20908.1,22.18,0.24,599.2
2023-11-21,BGW-003,BGW-003-C3,31.8,73.6,0.0204,105.4,69.9,38.2,23.1,20939.9,22.18,0.242,503.8
2023-11-22,BGW-003,BGW-003-C3,31.7,69.7,0.0207,101.4,68.8,39.2,21.3,20971.6,22.18,0.244,612.2
2023-11-23,BGW-003,BGW-003-C3,15.0,30.1,0.0097,45.1,66.7,37.1,24.4,20986.6,22.18,0.246,526.3
