timestamp,well_id,css_cycle_id,phase,reservoir_temperature_C,wellhead_temperature_C,pressure_bar,flow_rate_bpd,rpm,vibration_mm_s,motor_power_kW,motor_current_A
2023-02-22,BGW-003,BGW-003-C1,production,151.1,129.6,67.1,145.7,6.75,1.15,33.2,136.8
2023-02-23,BGW-003,BGW-003-C1,production,146.3,126.5,65.7,168.3,5.81,1.54,30.7,118.6
2023-02-24,BGW-003,BGW-003-C1,production,146.9,127.9,63.3,255.2,5.25,1.67,32.4,138.8
2023-02-25,BGW-003,BGW-003-C1,production,142.7,127.3,62.2,173.7,7.72,2.97,22.0,94.2
2023-02-26,BGW-003,BGW-003-C1,production,143.4,126.3,63.2,184.0,5.44,2.51,22.8,96.9
2023-02-27,BGW-003,BGW-003-C1,production,141.1,117.1,63.5,167.5,5.14,2.01,16.1,63.7
2023-02-28,BGW-003,BGW-003-C1,production,139.3,121.7,64.2,177.6,4.15,1.71,34.1,139.4
2023-03-01,BGW-003,BGW-003-C1,production,137.9,121.5,63.1,174.3,6.62,1.74,30.4,129.2
2023-03-02,BGW-003,BGW-003-C1,production,136.4,119.7,61.9,162.8,7.66,1.36,21.0,88.6
2023-03-03,BGW-003,BGW-003-C1,production,132.7,116.2,63.8,149.6,7.83,2.51,22.0,87.5
2023-03-04,BGW-003,BGW-003-C1,production,132.1,116.0,63.9,202.9,6.2,2.02,15.7,61.4
2023-03-05,BGW-003,BGW-003-C1,production,130.6,108.3,58.7,133.1,7.59,1.95,21.4,92.0
2023-03-06,BGW-003,BGW-003-C1,production,128.9,110.7,62.1,174.5,6.17,2.07,34.2,139.8
2023-03-07,BGW-003,BGW-003-C1,production,125.8,103.4,60.0,146.3,6.38,2.23,31.7,123.7
2023-03-08,BGW-003,BGW-003-C1,production,125.7,109.6,61.0,151.7,5.13,0.59,30.0,116.8
2023-03-09,BGW-003,BGW-003-C1,production,122.1,97.8,60.6,150.9,6.59,1.42,17.7,67.3
2023-03-10,BGW-003,BGW-003-C1,production,122.2,104.9,58.5,148.8,7.52,2.71,29.3,113.6
2023-03-11,BGW-003,BGW-003-C1,production,122.0,103.3,61.0,161.9,5.96,3.12,21.3,85.4
2023-03-12,BGW-003,BGW-003-C1,production,120.8,98.4,63.2,162.3,4.45,1.85,24.6,100.5
2023-03-13,BGW-003,BGW-003-C1,production,116.9,101.9,63.5,133.2,4.72,1.76,27.0,105.0
2023-03-14,BGW-003,BGW-003-C1,production,118.6,99.7,58.8,191.7,5.92,2.16,23.5,100.0
2023-03-15,BGW-003,BGW-003-C1,production,115.8,93.1,61.2,162.0,7.16,1.93,15.4,59.8
2023-03-16,BGW-003,BGW-003-C1,production,114.9,90.9,61.0,154.3,5.33,2.01,28.2,107.5
2023-03-17,BGW-003,BGW-003-C1,production,113.1,93.6,60.5,171.7,6.94,1.32,32.0,131.5
2023-03-18,BGW-003,BGW-003-C1,production,113.8,98.3,60.7,148.9,6.87,2.04,32.4,134.0
2023-03-19,BGW-003,BGW-003-C1,production,113.6,95.1,59.0,149.3,4.67,1.38,19.6,82.1
2023-03-20,BGW-003,BGW-003-C1,production,109.2,93.1,59.4,218.6,5.57,2.32,21.7,92.9
2023-03-21,BGW-003,BGW-003-C1,production,108.1,90.5,60.3,149.0,5.53,1.78,34.5,140.6
2023-03-22,BGW-003,BGW-003-C1,production,106.3,90.2,58.6,178.8,7.54,1.74,21.0,82.1
2023-03-23,BGW-003,BGW-003-C1,production,107.0,88.8,60.8,153.7,7.57,1.56,20.9,80.7
2023-03-24,BGW-003,BGW-003-C1,production,102.9,87.6,57.9,182.4,7.62,2.65,28.0,119.7
2023-03-25,BGW-003,BGW-003-C1,production,104.2,79.4,57.9,176.8,4.11,2.23,22.3,87.6
2023-03-26,BGW-003,BGW-003-C1,production,99.2,78.7,58.2,180.5,4.58,2.93,27.4,110.1
2023-03-27,BGW-003,BGW-003-C1,production,106.1,82.9,57.6,96.9,7.55,2.49,29.1,116.5
2023-03-28,BGW-003,BGW-003-C1,production,102.2,82.1,58.3,157.4,7.59,1.24,30.6,117.3
2023-03-29,BGW-003,BGW-003-C1,production,100.7,78.3,59.3,194.8,5.66,1.9,31.2,123.1
2023-03-30,BGW-003,BGW-003-C1,production,101.0,82.8,59.2,114.4,4.43,2.07,23.3,89.2
2023-03-31,BGW-003,BGW-003-C1,production,96.7,73.3,59.3,176.7,6.81,2.13,26.5,102.2
2023-04-01,BGW-003,BGW-003-C1,production,97.1,76.4,56.4,133.5,4.12,2.2,21.5,89.3
2023-04-02,BGW-003,BGW-003-C1,production,95.2,76.4,57.1,211.5,6.8,2.07,25.6,97.8
2023-04-03,BGW-003,BGW-003-C1,production,96.6,73.8,58.8,191.3,6.2,1.62,34.8,143.6
2023-04-04,BGW-003,BGW-003-C1,production,92.9,70.2,53.9,208.8,6.53,2.07,34.8,135.3
2023-04-05,BGW-003,BGW-003-C1,production,94.2,73.9,57.8,175.0,7.85,1.88,34.5,148.3
2023-04-06,BGW-003,BGW-003-C1,production,91.2,76.0,56.6,164.6,5.99,2.56,22.5,89.6
2023-04-07,BGW-003,BGW-003-C1,production,92.0,74.5,55.9,156.0,5.27,1.54,17.2,70.3
2023-04-08,BGW-003,BGW-003-C1,production,91.7,70.3,57.8,203.7,6.04,2.26,24.3,96.9
2023-04-09,BGW-003,BGW-003-C1,production,91.1,71.8,56.9,224.7,5.09,2.25,25.8,108.8
2023-04-10,BGW-003,BGW-003-C1,production,89.3,65.6,54.9,192.6,5.6,3.87,22.9,88.4
2023-04-11,BGW-003,BGW-003-C1,production,88.7,67.2,56.2,162.4,5.34,2.96,31.5,125.9
2023-04-12,BGW-003,BGW-003-C1,production,89.4,70.0,56.5,184.0,5.83,2.45,33.2,139.2
2023-04-13,BGW-003,BGW-003-C1,production,89.9,72.0,56.7,161.7,7.43,1.79,33.1,139.8
2023-04-14,BGW-003,BGW-003-C1,production,86.0,70.7,58.3,102.0,6.26,1.67,33.8,132.7
2023-04-15,BGW-003,BGW-003-C1,production,86.0,63.7,56.3,179.4,7.91,2.56,16.0,61.5
2023-04-16,BGW-003,BGW-003-C1,production,87.3,68.0,57.6,144.4,7.49,1.43,29.1,121.7
2023-04-17,BGW-003,BGW-003-C1,production,84.3,65.6,54.6,147.5,6.77,2.56,25.8,101.1
2023-04-18,BGW-003,BGW-003-C1,production,85.6,66.5,55.2,175.0,6.94,3.11,32.5,129.7
2023-04-19,BGW-003,BGW-003-C1,production,83.1,64.6,54.6,159.6,4.89,2.5,30.6,121.5
2023-04-20,BGW-003,BGW-003-C1,production,84.3,63.4,54.6,155.0,5.0,2.19,21.4,87.2
2023-04-21,BGW-003,BGW-003-C1,production,82.1,60.6,54.5,165.5,5.27,1.97,34.8,135.8
2023-04-22,BGW-003,BGW-003-C1,production,81.4,64.5,54.5,140.0,6.74,2.27,28.9,118.5
2023-04-23,BGW-003,BGW-003-C1,production,83.5,61.1,53.1,134.1,7.5,1.96,16.4,67.2
2023-04-30,BGW-003,BGW-003-C2,injection,54.9,37.1,51.9,62.5,0.0,2.54,0.0,0.0
2023-05-01,BGW-003,BGW-003-C2,injection,64.0,44.1,52.7,70.4,0.0,1.58,0.0,0.0
2023-05-02,BGW-003,BGW-003-C2,injection,74.6,52.1,53.9,84.4,0.0,1.64,0.0,0.0
2023-05-03,BGW-003,BGW-003-C2,injection,81.5,61.9,58.3,69.5,0.0,1.62,0.0,0.0
2023-05-04,BGW-003,BGW-003-C2,injection,89.1,73.7,56.5,70.6,0.0,0.88,0.0,0.0
2023-05-05,BGW-003,BGW-003-C2,injection,96.9,74.1,56.2,75.1,0.0,1.53,0.0,0.0
2023-05-06,BGW-003,BGW-003-C2,injection,106.7,84.6,55.2,81.8,0.0,2.57,0.0,0.0
2023-05-07,BGW-003,BGW-003-C2,injection,113.7,92.1,57.5,65.9,0.0,1.87,0.0,0.0
2023-05-08,BGW-003,BGW-003-C2,injection,119.3,97.7,58.6,93.1,0.0,1.3,0.0,0.0
2023-05-09,BGW-003,BGW-003-C2,injection,130.3,109.1,59.7,89.7,0.0,1.58,0.0,0.0
2023-05-10,BGW-003,BGW-003-C2,injection,138.4,115.1,61.7,70.7,0.0,1.16,0.0,0.0
2023-05-11,BGW-003,BGW-003-C2,injection,145.8,122.0,61.4,68.1,0.0,2.97,0.0,0.0
2023-05-12,BGW-003,BGW-003-C2,injection,155.7,136.4,61.6,68.5,0.0,1.92,0.0,0.0
2023-05-13,BGW-003,BGW-003-C2,injection,162.9,145.9,68.0,84.9,0.0,1.74,0.0,0.0
2023-05-14,BGW-003,BGW-003-C2,soak,172.6,152.0,73.2,47.4,0.0,2.26,0.0,0.0
2023-05-15,BGW-003,BGW-003-C2,soak,168.9,151.6,70.8,56.4,0.0,1.3,0.0,0.0
2023-05-16,BGW-003,BGW-003-C2,soak,171.6,151.4,71.8,47.6,0.0,1.99,0.0,0.0
2023-05-17,BGW-003,BGW-003-C2,soak,173.1,149.0,71.6,65.5,0.0,0.84,0.0,0.0
2023-05-18,BGW-003,BGW-003-C2,soak,172.8,151.0,66.9,89.0,0.0,1.98,0.0,0.0
2023-05-19,BGW-003,BGW-003-C2,soak,173.4,155.8,76.6,86.8,0.0,1.68,0.0,0.0
2023-05-20,BGW-003,BGW-003-C2,production,172.2,148.8,74.9,256.5,4.17,1.96,18.0,73.1
2023-05-21,BGW-003,BGW-003-C2,production,169.8,146.4,74.0,244.5,7.61,2.36,23.0,97.7
2023-05-22,BGW-003,BGW-003-C2,production,166.9,149.9,75.4,215.1,7.79,1.65,32.1,131.0
2023-05-23,BGW-003,BGW-003-C2,production,163.8,148.2,65.9,209.1,4.54,1.17,19.6,83.8
2023-05-24,BGW-003,BGW-003-C2,production,160.8,145.6,74.0,194.1,6.81,1.41,31.3,132.1
2023-05-25,BGW-003,BGW-003-C2,production,156.3,134.5,72.9,221.8,4.01,2.6,30.3,125.9
2023-05-26,BGW-003,BGW-003-C2,production,156.5,138.9,71.2,214.6,5.65,3.24,24.7,98.6
2023-05-27,BGW-003,BGW-003-C2,production,156.7,135.8,71.8,217.7,6.26,1.86,15.0,63.5
2023-05-28,BGW-003,BGW-003-C2,production,153.4,130.0,69.5,197.3,5.64,1.1,24.2,103.2
2023-05-29,BGW-003,BGW-003-C2,production,153.4,132.9,68.3,157.7,5.57,2.01,33.2,137.8
2023-05-30,BGW-003,BGW-003-C2,production,147.8,129.8,67.6,143.1,7.53,1.9,19.7,80.2
2023-05-31,BGW-003,BGW-003-C2,production,147.4,131.1,70.8,163.1,4.5,2.43,23.5,95.6
2023-06-01,BGW-003,BGW-003-C2,production,144.2,124.3,66.2,181.8,4.97,1.31,34.8,135.9
2023-06-02,BGW-003,BGW-003-C2,production,141.4,125.2,64.3,165.6,7.76,1.64,24.3,93.6
2023-06-03,BGW-003,BGW-003-C2,production,139.6,114.7,63.2,164.2,7.44,2.65,25.6,103.1
2023-06-04,BGW-003,BGW-003-C2,production,140.8,118.3,62.7,103.9,6.8,1.84,20.2,85.2
2023-06-05,BGW-003,BGW-003-C2,production,136.2,118.6,66.0,197.5,6.91,1.99,33.8,138.3
2023-06-06,BGW-003,BGW-003-C2,production,133.6,114.8,63.3,156.6,6.84,3.04,33.9,134.9
2023-06-07,BGW-003,BGW-003-C2,production,135.7,116.3,67.7,163.8,7.61,2.36,31.5,123.8
2023-06-08,BGW-003,BGW-003-C2,production,133.4,110.7,65.6,136.6,5.13,2.03,20.7,82.2
2023-06-09,BGW-003,BGW-003-C2,production,128.8,111.8,65.2,168.1,4.37,1.92,25.4,103.8
2023-06-10,BGW-003,BGW-003-C2,production,129.0,105.3,63.7,147.2,4.96,1.44,22.8,92.9
2023-06-11,BGW-003,BGW-003-C2,production,126.5,104.8,62.5,172.0,7.9,2.95,22.9,98.1
2023-06-12,BGW-003,BGW-003-C2,production,125.3,109.5,64.9,186.4,6.5,1.49,25.8,103.1
2023-06-13,BGW-003,BGW-003-C2,production,124.5,109.2,65.0,184.2,7.71,3.59,27.5,115.5
2023-06-14,BGW-003,BGW-003-C2,production,122.4,98.2,64.1,187.5,6.08,2.74,24.0,93.6
2023-06-15,BGW-003,BGW-003-C2,production,122.0,101.1,65.9,174.4,5.48,2.24,21.7,89.4
2023-06-16,BGW-003,BGW-003-C2,production,118.4,96.7,63.6,214.5,4.95,1.54,32.0,130.8
2023-06-17,BGW-003,BGW-003-C2,production,120.0,97.1,63.4,208.3,7.68,2.13,17.8,73.9
2023-06-18,BGW-003,BGW-003-C2,production,118.0,100.6,65.0,131.2,7.7,1.17,32.9,126.8
2023-06-19,BGW-003,BGW-003-C2,production,115.4,96.7,63.0,164.3,7.83,0.26,22.3,95.3
2023-06-20,BGW-003,BGW-003-C2,production,116.4,97.4,61.1,196.7,5.58,2.07,29.6,124.8
2023-06-21,BGW-003,BGW-003-C2,production,115.8,98.4,59.8,185.8,6.27,2.77,16.7,70.4
2023-06-22,BGW-003,BGW-003-C2,production,111.4,87.0,61.2,221.4,6.92,2.43,24.8,96.2
2023-06-23,BGW-003,BGW-003-C2,production,114.3,95.6,62.3,198.5,6.99,1.56,21.4,86.4
2023-06-24,BGW-003,BGW-003-C2,production,108.1,92.0,60.5,198.4,5.6,1.76,22.0,86.3
2023-06-25,BGW-003,BGW-003-C2,production,110.3,95.2,63.6,141.1,5.66,1.87,20.6,78.3
2023-06-26,BGW-003,BGW-003-C2,production,110.2,93.1,61.4,220.1,7.01,0.96,28.8,119.0
2023-06-27,BGW-003,BGW-003-C2,production,102.8,84.7,62.4,164.5,5.23,2.44,25.9,110.3
2023-06-28,BGW-003,BGW-003-C2,production,103.7,88.3,60.2,207.7,4.25,1.52,32.3,126.2
2023-06-29,BGW-003,BGW-003-C2,production,106.2,86.4,61.3,155.5,6.56,1.22,26.7,104.3
2023-06-30,BGW-003,BGW-003-C2,production,104.2,85.2,61.9,225.3,4.65,2.64,28.4,113.0
2023-07-01,BGW-003,BGW-003-C2,production,100.3,83.9,59.8,193.3,4.2,2.24,32.7,137.5
2023-07-02,BGW-003,BGW-003-C2,production,102.9,81.1,58.7,127.7,7.58,2.3,18.4,78.2
2023-07-03,BGW-003,BGW-003-C2,production,102.6,77.8,59.7,212.3,7.03,1.32,17.3,69.4
2023-07-04,BGW-003,BGW-003-C2,production,98.2,76.9,57.8,194.6,6.89,1.59,23.2,93.1
2023-07-05,BGW-003,BGW-003-C2,production,101.1,83.0,57.7,196.4,5.54,1.27,26.7,107.2
2023-07-06,BGW-003,BGW-003-C2,production,98.4,78.9,60.1,196.8,4.24,2.66,25.9,108.2
2023-07-07,BGW-003,BGW-003-C2,production,94.6,77.9,59.9,128.9,7.34,1.51,31.5,122.7
2023-07-08,BGW-003,BGW-003-C2,production,94.0,72.1,59.0,180.0,6.55,2.36,16.8,70.8
2023-07-09,BGW-003,BGW-003-C2,production,95.4,79.5,58.6,195.8,7.37,1.63,34.3,136.2
2023-07-10,BGW-003,BGW-003-C2,production,95.3,70.7,59.8,159.8,4.03,2.27,32.6,134.4
2023-07-11,BGW-003,BGW-003-C2,production,93.2,70.3,58.8,187.0,4.69,2.12,21.2,84.0
2023-07-12,BGW-003,BGW-003-C2,production,92.9,73.6,59.3,186.7,4.44,1.43,33.8,130.0
2023-07-13,BGW-003,BGW-003-C2,production,91.8,76.0,59.2,219.4,7.57,2.09,26.0,110.8
2023-07-14,BGW-003,BGW-003-C2,production,91.1,69.5,56.7,178.6,5.56,2.02,25.4,101.1
2023-07-15,BGW-003,BGW-003-C2,production,88.3,73.0,59.2,193.8,4.93,2.37,24.0,94.6
2023-07-16,BGW-003,BGW-003-C2,production,87.8,64.5,56.9,192.1,7.09,1.78,33.8,129.5
2023-07-17,BGW-003,BGW-003-C2,production,89.8,65.5,58.7,194.1,7.55,2.94,25.5,98.9
2023-07-18,BGW-003,BGW-003-C2,production,88.8,73.6,57.4,164.6,4.65,2.67,28.6,112.7
2023-07-19,BGW-003,BGW-003-C2,production,87.6,64.0,57.0,198.8,6.12,2.01,34.2,136.7
2023-07-20,BGW-003,BGW-003-C2,production,87.9,67.4,57.6,194.4,6.47,3.21,34.4,137.9
2023-07-21,BGW-003,BGW-003-C2,production,85.6,63.7,58.5,196.3,6.57,2.14,18.9,80.6
2023-07-22,BGW-003,BGW-003-C2,production,83.4,58.9,58.4,218.3,5.03,2.7,15.1,59.8
2023-07-23,BGW-003,BGW-003-C2,production,86.8,64.4,56.3,162.4,6.97,2.57,27.2,112.2
2023-07-24,BGW-003,BGW-003-C2,production,82.7,66.2,57.4,205.1,6.95,1.55,32.5,128.5
2023-07-25,BGW-003,BGW-003-C2,production,80.1,60.9,59.4,155.3,7.59,2.52,28.9,121.3
2023-07-26,BGW-003,BGW-003-C2,production,82.8,63.8,56.9,150.7,6.1,1.72,20.2,83.0
2023-07-27,BGW-003,BGW-003-C2,production,81.9,61.6,54.7,180.8,7.39,0.82,17.8,71.5
2023-07-28,BGW-003,BGW-003-C2,production,80.5,65.0,56.8,227.0,5.83,2.8,30.5,126.0
2023-07-29,BGW-003,BGW-003-C2,production,80.7,60.4,56.5,159.8,5.2,1.31,28.2,113.1
2023-07-30,BGW-003,BGW-003-C2,production,82.3,65.7,56.7,185.4,6.92,2.07,16.4,63.3
2023-07-31,BGW-003,BGW-003-C2,production,79.9,63.1,56.8,152.6,7.74,1.82,18.9,78.2
2023-08-01,BGW-003,BGW-003-C2,production,81.0,57.0,55.2,187.0,7.46,1.97,25.3,96.2
2023-08-02,BGW-003,BGW-003-C2,production,79.2,61.6,56.2,186.4,6.15,1.9,20.7,88.9
2023-08-03,BGW-003,BGW-003-C2,production,79.6,60.8,56.3,150.4,4.99,2.88,27.9,110.5
2023-08-04,BGW-003,BGW-003-C2,production,79.2,60.7,57.2,240.3,4.75,1.69,26.3,105.5
2023-08-05,BGW-003,BGW-003-C2,production,77.1,52.9,55.9,146.5,6.63,1.68,28.8,118.0
2023-08-06,BGW-003,BGW-003-C2,production,76.7,51.9,55.3,145.0,4.51,2.34,30.5,126.2
2023-08-07,BGW-003,BGW-003-C2,production,77.1,56.0,55.9,186.1,7.46,1.23,17.5,73.3
2023-08-16,BGW-003,BGW-003-C3,injection,56.7,36.7,53.0,87.3,0.0,1.93,0.0,0.0
2023-08-17,BGW-003,BGW-003-C3,injection,65.2,48.7,51.4,96.6,0.0,2.27,0.0,0.0
2023-08-18,BGW-003,BGW-003-C3,injection,75.8,58.7,53.5,96.1,0.0,2.89,0.0,0.0
2023-08-19,BGW-003,BGW-003-C3,injection,85.1,69.7,54.5,54.6,0.0,1.32,0.0,0.0
2023-08-20,BGW-003,BGW-003-C3,injection,93.0,78.0,55.5,68.2,0.0,1.3,0.0,0.0
2023-08-21,BGW-003,BGW-003-C3,injection,101.5,78.4,56.8,49.2,0.0,0.81,0.0,0.0
2023-08-22,BGW-003,BGW-003-C3,injection,111.1,86.2,58.8,61.0,0.0,2.0,0.0,0.0
2023-08-23,BGW-003,BGW-003-C3,injection,119.5,100.8,57.7,101.7,0.0,1.88,0.0,0.0
2023-08-24,BGW-003,BGW-003-C3,injection,130.1,107.3,61.4,74.3,0.0,2.06,0.0,0.0
2023-08-25,BGW-003,BGW-003-C3,injection,137.5,116.8,61.5,75.6,0.0,2.51,0.0,0.0
2023-08-26,BGW-003,BGW-003-C3,injection,146.2,123.9,65.6,62.7,0.0,1.71,0.0,0.0
2023-08-27,BGW-003,BGW-003-C3,injection,159.8,142.1,62.7,75.0,0.0,1.82,0.0,0.0
2023-08-28,BGW-003,BGW-003-C3,injection,167.0,149.3,64.5,83.0,0.0,1.92,0.0,0.0
2023-08-29,BGW-003,BGW-003-C3,injection,174.0,153.3,69.7,74.5,0.0,1.27,0.0,0.0
2023-08-30,BGW-003,BGW-003-C3,soak,182.5,160.7,73.7,63.4,0.0,1.36,0.0,0.0
2023-08-31,BGW-003,BGW-003-C3,soak,184.5,163.5,74.6,77.0,0.0,0.92,0.0,0.0
2023-09-01,BGW-003,BGW-003-C3,soak,183.8,162.7,75.8,75.6,0.0,1.41,0.0,0.0
2023-09-02,BGW-003,BGW-003-C3,soak,182.0,163.7,77.0,63.4,0.0,2.42,0.0,0.0
2023-09-03,BGW-003,BGW-003-C3,soak,180.4,164.1,70.9,69.6,0.0,1.92,0.0,0.0
2023-09-04,BGW-003,BGW-003-C3,soak,183.5,160.7,68.7,68.6,0.0,2.24,0.0,0.0
2023-09-05,BGW-003,BGW-003-C3,production,185.0,161.8,75.9,146.9,6.35,1.2,34.0,134.5
2023-09-06,BGW-003,BGW-003-C3,production,184.3,160.3,73.8,182.9,5.6,1.92,29.8,126.3
2023-09-07,BGW-003,BGW-003-C3,production,178.3,161.5,74.5,204.5,4.26,2.46,16.8,68.6
2023-09-08,BGW-003,BGW-003-C3,production,175.3,153.0,66.9,157.5,6.78,1.61,17.7,68.6
2023-09-09,BGW-003,BGW-003-C3,production,174.0,150.9,72.0,231.9,7.19,0.9,22.8,88.3
2023-09-10,BGW-003,BGW-003-C3,production,170.2,153.4,70.2,177.0,7.83,2.02,19.1,74.6
2023-09-11,BGW-003,BGW-003-C3,production,168.1,152.5,70.9,200.5,4.36,2.18,23.1,95.3
2023-09-12,BGW-003,BGW-003-C3,production,166.4,143.6,72.1,195.5,5.22,2.02,28.8,111.9
2023-09-13,BGW-003,BGW-003-C3,production,161.1,139.8,71.6,174.1,6.0,2.39,16.0,65.6
2023-09-14,BGW-003,BGW-003-C3,production,161.1,139.0,65.2,179.2,4.98,2.14,17.4,68.2
2023-09-15,BGW-003,BGW-003-C3,production,157.9,141.0,65.5,175.2,7.14,2.49,34.0,133.3
2023-09-16,BGW-003,BGW-003-C3,production,155.7,138.4,68.7,143.6,6.0,2.72,23.1,92.8
2023-09-17,BGW-003,BGW-003-C3,production,153.7,130.0,67.0,139.6,5.64,2.71,15.1,60.0
2023-09-18,BGW-003,BGW-003-C3,production,153.7,129.1,68.1,181.7,5.4,3.37,20.6,79.7
2023-09-19,BGW-003,BGW-003-C3,production,151.2,134.0,70.1,189.6,5.75,2.4,17.8,68.7
2023-09-20,BGW-003,BGW-003-C3,production,148.2,126.2,67.9,203.7,6.89,1.67,18.2,71.8
2023-09-21,BGW-003,BGW-003-C3,production,145.8,126.0,63.4,115.8,6.69,2.22,15.0,61.6
2023-09-22,BGW-003,BGW-003-C3,production,141.0,120.5,66.7,205.9,4.67,2.03,21.4,91.1
2023-09-23,BGW-003,BGW-003-C3,production,140.8,117.6,67.8,159.4,5.19,2.16,15.6,66.4
2023-09-24,BGW-003,BGW-003-C3,production,139.2,118.5,65.4,173.9,7.31,0.99,30.0,118.2
2023-09-25,BGW-003,BGW-003-C3,production,136.4,112.6,61.9,193.2,4.57,0.37,23.6,100.7
2023-09-26,BGW-003,BGW-003-C3,production,138.8,117.4,62.9,133.0,4.98,2.61,15.6,59.3
2023-09-27,BGW-003,BGW-003-C3,production,136.7,114.7,63.0,169.5,5.79,2.49,32.8,129.5
2023-09-28,BGW-003,BGW-003-C3,production,134.6,115.7,65.2,190.5,7.26,1.69,34.9,148.5
2023-09-29,BGW-003,BGW-003-C3,production,132.0,109.4,64.5,142.4,4.09,1.11,21.7,92.4
2023-09-30,BGW-003,BGW-003-C3,production,129.2,111.3,66.4,186.1,6.24,0.93,15.9,61.3
2023-10-01,BGW-003,BGW-003-C3,production,127.8,109.7,63.8,130.5,5.06,1.75,34.8,139.1
2023-10-02,BGW-003,BGW-003-C3,production,123.4,100.6,62.7,218.9,7.71,1.91,34.9,133.2
2023-10-03,BGW-003,BGW-003-C3,production,127.1,107.3,65.0,164.2,4.78,1.15,22.2,91.0
2023-10-04,BGW-003,BGW-003-C3,production,122.7,104.5,63.1,168.5,6.71,3.23,17.5,73.7
2023-10-05,BGW-003,BGW-003-C3,production,123.2,103.6,59.2,223.9,4.47,2.33,15.5,59.6
2023-10-06,BGW-003,BGW-003-C3,production,120.9,101.6,63.1,165.0,6.17,2.11,19.5,76.3
2023-10-07,BGW-003,BGW-003-C3,production,119.8,99.2,61.4,232.8,5.26,1.89,24.6,102.3
2023-10-08,BGW-003,BGW-003-C3,production,118.8,99.3,63.9,219.0,5.53,1.48,22.3,90.3
2023-10-09,BGW-003,BGW-003-C3,production,114.2,97.7,62.6,210.0,6.47,1.7,27.2,116.4
2023-10-10,BGW-003,BGW-003-C3,production,112.7,88.1,60.9,175.2,6.44,2.32,28.0,107.7
2023-10-11,BGW-003,BGW-003-C3,production,114.6,99.3,61.4,144.9,5.98,2.0,21.3,82.5
2023-10-12,BGW-003,BGW-003-C3,production,111.5,89.7,61.2,170.1,6.87,2.63,24.0,95.6
2023-10-13,BGW-003,BGW-003-C3,production,113.3,93.1,57.3,213.7,5.88,1.48,24.2,93.3
2023-10-14,BGW-003,BGW-003-C3,production,109.5,85.9,61.1,208.6,6.31,2.52,22.9,94.0
2023-10-15,BGW-003,BGW-003-C3,production,105.8,84.0,59.1,173.8,4.64,1.95,35.0,141.5
2023-10-16,BGW-003,BGW-003-C3,production,109.3,90.0,60.7,146.1,5.6,1.2,30.1,129.2
2023-10-17,BGW-003,BGW-003-C3,production,104.9,83.4,60.2,119.7,5.17,2.28,20.2,81.7
2023-10-18,BGW-003,BGW-003-C3,production,105.8,87.9,61.1,112.7,4.65,1.34,23.9,95.0
2023-10-19,BGW-003,BGW-003-C3,production,103.8,84.6,60.7,130.7,6.98,2.86,22.6,87.4
2023-10-20,BGW-003,BGW-003-C3,production,101.7,76.9,56.3,261.8,7.14,1.62,34.6,137.2
2023-10-21,BGW-003,BGW-003-C3,production,104.7,81.4,59.4,224.5,7.1,1.76,22.8,87.4
2023-10-22,BGW-003,BGW-003-C3,production,100.5,84.3,59.5,193.2,5.44,1.36,30.8,131.8
2023-10-23,BGW-003,BGW-003-C3,production,101.0,82.2,58.8,222.8,5.88,2.46,27.5,115.9
2023-10-24,BGW-003,BGW-003-C3,production,101.5,78.7,57.5,217.0,4.84,1.69,33.0,131.9
2023-10-25,BGW-003,BGW-003-C3,production,99.8,77.7,60.5,141.1,4.6,1.44,24.4,103.1
2023-10-26,BGW-003,BGW-003-C3,production,96.9,74.3,58.8,199.2,6.49,2.77,15.9,67.2
2023-10-27,BGW-003,BGW-003-C3,production,95.7,71.2,58.5,129.9,5.91,2.49,24.8,95.5
2023-10-28,BGW-003,BGW-003-C3,production,97.4,81.6,57.8,164.4,7.46,1.59,16.6,64.4
2023-10-29,BGW-003,BGW-003-C3,production,94.5,73.0,56.3,162.7,7.15,0.98,19.9,81.3
2023-10-30,BGW-003,BGW-003-C3,production,94.3,70.1,55.9,139.0,6.57,2.65,26.2,102.9
2023-10-31,BGW-003,BGW-003-C3,production,95.4,71.6,56.0,155.2,7.11,2.31,29.8,117.4
2023-11-01,BGW-003,BGW-003-C3,production,92.3,72.0,58.9,170.9,4.24,1.48,27.0,111.0
2023-11-02,BGW-003,BGW-003-C3,production,92.3,70.7,56.3,120.9,5.68,2.28,26.6,105.2
2023-11-03,BGW-003,BGW-003-C3,production,90.0,73.0,56.5,182.8,6.31,1.73,31.7,131.5
2023-11-04,BGW-003,BGW-003-C3,production,89.9,71.4,57.8,124.4,6.74,2.58,34.7,143.1
2023-11-05,BGW-003,BGW-003-C3,production,91.0,71.5,55.5,182.4,6.05,2.06,20.3,84.3
2023-11-06,BGW-003,BGW-003-C3,production,89.3,65.4,57.8,230.4,6.79,2.77,26.5,103.6
2023-11-07,BGW-003,BGW-003-C3,production,89.8,73.1,57.7,153.7,5.68,2.68,33.6,135.7
2023-11-08,BGW-003,BGW-003-C3,production,87.1,69.7,57.1,187.0,6.52,2.71,26.1,101.9
2023-11-09,BGW-003,BGW-003-C3,production,84.1,60.5,58.1,156.8,6.67,2.34,28.2,114.6
