timestamp,well_id,css_cycle_id,spm,stroke_length_in,vfd_frequency_Hz,rod_load_min_kN,rod_load_max_kN,pump_fillage_pct,pump_efficiency_pct,polished_rod_load_kN,motor_power_kW,reading_type
2023-10-26,BGW-001,BGW-001-C3,4.58,97.6,50.1,8.9,14.98,67.4,59.7,11.8,15.2,automated_daily
2023-10-27,BGW-001,BGW-001-C3,4.97,154.0,35.7,10.23,17.66,64.6,56.8,15.0,29.4,automated_daily
2023-10-28,BGW-001,BGW-001-C3,6.95,111.4,56.4,13.7,20.98,64.6,62.7,16.56,23.7,automated_daily
2023-10-29,BGW-001,BGW-001-C3,7.03,118.4,39.5,10.2,19.75,73.4,69.4,13.53,26.0,automated_daily
2023-10-30,BGW-001,BGW-001-C3,4.81,127.6,35.4,8.72,16.71,73.3,66.1,12.69,20.5,automated_daily
2023-10-31,BGW-001,BGW-001-C3,6.61,130.7,42.2,9.81,16.92,71.8,68.9,12.96,27.9,automated_daily
2023-11-01,BGW-001,BGW-001-C3,5.26,113.4,57.5,11.41,21.79,67.4,60.3,15.93,29.8,automated_daily
2023-11-02,BGW-001,BGW-001-C3,7.31,146.7,36.8,11.57,18.14,68.0,63.8,16.01,27.5,automated_daily
2023-11-03,BGW-001,BGW-001-C3,6.16,142.7,41.3,9.92,18.81,71.6,67.1,15.16,22.0,automated_daily
2023-11-04,BGW-001,BGW-001-C3,7.27,147.7,43.2,10.49,21.76,63.9,60.4,16.09,25.5,automated_daily
2023-11-05,BGW-001,BGW-001-C3,6.25,167.4,59.2,11.68,23.0,62.6,56.1,16.69,32.5,automated_daily
2023-11-06,BGW-001,BGW-001-C3,5.19,107.4,36.1,11.96,23.56,66.3,58.3,16.97,31.6,automated_daily
2023-11-07,BGW-001,BGW-001-C3,5.86,142.1,35.6,12.77,22.71,66.8,65.4,17.51,27.0,automated_daily
2023-11-08,BGW-001,BGW-001-C3,7.01,114.2,55.4,9.09,17.46,62.7,58.8,14.03,33.0,automated_daily
2023-11-09,BGW-001,BGW-001-C3,6.71,159.2,58.9,9.61,16.65,69.1,65.1,12.78,21.3,automated_daily
2023-11-10,BGW-001,BGW-001-C3,7.49,128.8,50.7,13.97,22.17,67.3,65.1,18.33,27.3,automated_daily
2023-11-11,BGW-001,BGW-001-C3,4.99,114.7,48.5,13.07,22.25,65.0,58.7,18.37,29.8,automated_daily
2023-11-12,BGW-001,BGW-001-C3,4.52,128.3,41.7,11.07,22.78,65.6,63.0,16.54,31.5,automated_daily
2023-11-13,BGW-001,BGW-001-C3,6.84,106.0,48.8,10.43,20.23,58.9,53.6,15.81,19.8,automated_daily
2023-11-14,BGW-001,BGW-001-C3,5.14,104.9,55.7,10.78,19.72,57.9,55.4,16.16,18.9,automated_daily
2023-11-15,BGW-001,BGW-001-C3,5.17,167.5,54.7,13.09,24.33,68.0,62.2,18.47,33.3,automated_daily
2023-11-16,BGW-001,BGW-001-C3,4.79,138.9,37.6,11.93,23.92,68.8,63.4,19.42,17.8,automated_daily
2023-11-17,BGW-001,BGW-001-C3,4.94,137.0,54.6,11.95,21.65,57.7,54.2,17.34,27.8,automated_daily
2023-11-18,BGW-001,BGW-001-C3,5.42,143.5,44.5,9.01,17.91,65.5,63.2,15.03,15.9,automated_daily
2023-11-19,BGW-001,BGW-001-C3,5.88,97.1,38.3,13.67,22.89,70.6,64.5,18.23,21.4,automated_daily
2023-12-16,BGW-001,BGW-001-C4,6.45,156.6,45.5,13.71,23.35,92.7,85.7,19.32,24.3,automated_daily
2023-12-17,BGW-001,BGW-001-C4,7.24,112.9,52.8,8.38,15.59,97.3,94.7,11.36,20.0,automated_daily
2023-12-18,BGW-001,BGW-001-C4,6.87,167.4,51.9,11.82,21.43,87.3,86.4,16.67,32.0,automated_daily
2023-12-19,BGW-001,BGW-001-C4,4.88,139.2,56.2,9.84,21.07,94.5,91.8,15.06,34.1,automated_daily
2023-12-20,BGW-001,BGW-001-C4,6.3,163.4,41.6,8.55,20.3,94.1,89.6,13.83,32.3,automated_daily
2023-12-21,BGW-001,BGW-001-C4,5.91,130.6,39.2,10.72,21.65,98.0,90.1,15.07,34.2,automated_daily
2023-12-22,BGW-001,BGW-001-C4,6.05,110.4,50.4,13.68,24.94,91.5,84.6,20.4,25.0,automated_daily
2023-12-23,BGW-001,BGW-001-C4,6.16,117.8,55.2,10.79,20.99,93.4,86.4,16.1,27.4,automated_daily
2023-12-24,BGW-001,BGW-001-C4,7.35,107.7,52.0,10.61,18.32,94.1,92.8,15.04,21.7,automated_daily
2023-12-25,BGW-001,BGW-001-C4,5.34,96.0,54.2,8.97,16.49,91.8,89.9,13.72,24.7,automated_daily
2023-12-26,BGW-001,BGW-001-C4,6.45,106.5,39.6,13.08,20.58,94.9,93.2,16.85,30.5,automated_daily
2023-12-27,BGW-001,BGW-001-C4,5.54,96.5,54.6,8.6,17.36,97.8,91.1,14.37,22.6,automated_daily
2023-12-28,BGW-001,BGW-001-C4,6.52,129.3,45.8,10.52,19.44,90.9,88.1,15.04,21.3,automated_daily
2023-12-29,BGW-001,BGW-001-C4,5.65,138.2,50.8,13.98,23.67,80.5,74.6,20.3,30.2,automated_daily
2023-12-30,BGW-001,BGW-001-C4,7.1,165.9,40.8,13.57,23.6,86.2,80.3,17.7,22.1,automated_daily
2023-12-31,BGW-001,BGW-001-C4,4.57,134.9,36.8,9.53,19.88,80.4,74.4,15.03,29.3,automated_daily
2024-01-01,BGW-001,BGW-001-C4,7.34,134.7,51.3,13.21,23.79,81.0,74.8,18.31,25.6,automated_daily
2024-01-02,BGW-001,BGW-001-C4,6.6,135.3,39.6,9.49,18.45,85.3,83.7,12.83,17.9,automated_daily
2024-01-03,BGW-001,BGW-001-C4,7.03,135.0,54.5,8.07,15.78,86.1,86.0,11.99,15.6,automated_daily
2024-01-04,BGW-001,BGW-001-C4,4.77,153.5,47.9,9.47,20.5,81.2,77.1,14.05,26.4,automated_daily
2024-01-05,BGW-001,BGW-001-C4,6.18,163.2,43.8,10.46,21.61,79.0,73.9,16.61,30.8,automated_daily
2024-01-06,BGW-001,BGW-001-C4,6.4,125.2,38.2,10.44,18.13,81.1,75.7,13.88,33.7,automated_daily
2024-01-07,BGW-001,BGW-001-C4,5.9,124.7,48.2,8.72,17.67,86.9,81.6,11.94,28.0,automated_daily
2024-01-08,BGW-001,BGW-001-C4,5.61,161.3,35.6,9.64,21.25,80.3,79.1,15.61,24.1,automated_daily
2024-01-09,BGW-001,BGW-001-C4,6.34,141.1,58.5,10.36,19.3,79.0,71.3,14.8,34.0,automated_daily
2024-01-10,BGW-001,BGW-001-C4,7.36,100.8,49.4,13.03,20.91,87.1,82.4,16.89,17.6,automated_daily
2024-01-11,BGW-001,BGW-001-C4,7.44,101.0,38.0,11.53,18.05,89.7,84.7,16.29,23.3,automated_daily
2024-01-12,BGW-001,BGW-001-C4,4.84,117.7,55.2,8.53,16.24,78.9,73.9,13.68,24.6,automated_daily
2024-01-13,BGW-001,BGW-001-C4,5.31,127.4,35.5,12.25,20.38,76.5,69.6,15.86,30.6,automated_daily
2024-01-14,BGW-001,BGW-001-C4,6.83,148.9,40.9,10.5,18.82,83.5,81.6,15.8,29.0,automated_daily
2024-01-15,BGW-001,BGW-001-C4,7.42,147.0,46.1,10.42,19.92,82.9,79.4,13.53,25.4,automated_daily
2024-01-16,BGW-001,BGW-001-C4,5.58,116.4,40.4,10.18,17.65,81.2,75.1,14.14,20.7,automated_daily
2024-01-17,BGW-001,BGW-001-C4,6.44,106.3,55.7,12.52,21.52,84.5,82.6,17.54,17.5,automated_daily
2024-01-18,BGW-001,BGW-001-C4,6.95,153.7,50.7,8.05,16.05,75.6,68.8,13.54,31.2,automated_daily
2024-01-19,BGW-001,BGW-001-C4,7.32,112.5,43.3,13.04,21.48,73.0,67.9,17.61,32.3,automated_daily
2024-01-20,BGW-001,BGW-001-C4,4.79,141.5,56.1,13.54,21.94,73.7,67.8,18.0,21.4,automated_daily
2024-01-21,BGW-001,BGW-001-C4,5.25,108.3,41.7,9.73,20.88,75.1,73.5,16.14,32.2,automated_daily
2024-01-22,BGW-001,BGW-001-C4,6.67,118.9,35.4,12.26,21.9,71.5,67.8,16.62,29.5,automated_daily
2024-01-23,BGW-001,BGW-001-C4,4.66,159.1,59.6,11.81,22.42,78.5,74.5,17.78,33.2,automated_daily
2024-01-24,BGW-001,BGW-001-C4,6.15,145.1,47.8,8.35,18.31,69.7,69.7,14.57,18.1,automated_daily
2024-01-25,BGW-001,BGW-001-C4,5.57,150.7,56.6,12.42,24.21,66.2,60.6,19.66,23.4,automated_daily
2024-01-26,BGW-001,BGW-001-C4,5.89,151.3,51.3,12.63,22.4,76.9,71.0,17.87,21.5,automated_daily
2024-01-27,BGW-001,BGW-001-C4,4.55,161.7,41.0,8.53,18.52,78.4,76.9,12.58,20.0,automated_daily
2024-01-28,BGW-001,BGW-001-C4,6.7,124.0,49.4,9.3,18.61,72.1,68.7,14.47,29.5,automated_daily
2024-01-29,BGW-001,BGW-001-C4,7.28,154.2,49.3,8.26,18.77,75.6,71.2,11.72,26.6,automated_daily
2024-01-30,BGW-001,BGW-001-C4,6.94,153.5,37.5,12.1,21.26,72.8,68.1,16.55,20.0,automated_daily
2024-01-31,BGW-001,BGW-001-C4,5.13,161.9,40.3,12.05,22.79,71.9,65.4,17.52,15.2,automated_daily
2024-02-01,BGW-001,BGW-001-C4,6.08,100.6,35.7,12.86,24.29,62.8,58.6,19.93,29.0,automated_daily
2024-02-02,BGW-001,BGW-001-C4,7.2,114.4,39.8,9.86,16.24,70.7,67.6,13.6,25.0,automated_daily
2024-02-03,BGW-001,BGW-001-C4,5.14,124.6,48.0,11.44,18.56,69.2,62.7,13.47,17.0,automated_daily
2024-02-04,BGW-001,BGW-001-C4,4.52,130.0,43.7,8.94,18.88,69.4,64.3,13.36,22.3,automated_daily
2024-02-05,BGW-001,BGW-001-C4,6.81,120.3,59.1,10.73,19.01,76.4,68.8,14.1,26.0,automated_daily
2024-02-06,BGW-001,BGW-001-C4,7.42,107.0,43.7,10.53,22.44,81.9,81.2,16.78,18.4,automated_daily
2024-02-07,BGW-001,BGW-001-C4,5.58,156.9,53.7,10.82,21.89,65.7,64.9,18.21,27.1,automated_daily
2024-02-08,BGW-001,BGW-001-C4,4.65,134.5,47.8,11.92,19.2,76.0,74.6,14.05,17.3,automated_daily
2024-02-09,BGW-001,BGW-001-C4,5.52,158.5,57.8,12.33,22.59,70.8,66.9,16.93,35.0,automated_daily
2024-02-10,BGW-001,BGW-001-C4,5.99,122.4,54.4,12.41,22.18,69.3,68.7,16.64,16.9,automated_daily
2024-02-11,BGW-001,BGW-001-C4,4.88,165.6,37.8,13.17,22.62,75.9,69.2,17.97,30.4,automated_daily
2024-02-12,BGW-001,BGW-001-C4,5.28,163.3,51.1,9.21,17.05,76.4,72.1,13.09,30.9,automated_daily
2024-02-13,BGW-001,BGW-001-C4,6.57,96.1,43.3,13.04,19.95,67.3,64.5,16.5,15.5,automated_daily
2024-02-14,BGW-001,BGW-001-C4,4.81,131.3,57.5,8.51,19.73,70.5,65.2,15.04,20.8,automated_daily
2024-02-15,BGW-001,BGW-001-C4,6.87,148.2,42.6,8.33,15.34,72.9,67.9,12.63,25.7,automated_daily
2024-02-16,BGW-001,BGW-001-C4,6.56,105.0,46.5,10.78,21.79,74.3,70.6,16.64,17.5,automated_daily
2024-02-17,BGW-001,BGW-001-C4,6.36,147.6,51.4,13.25,24.51,63.7,61.2,19.95,33.5,automated_daily
2024-02-18,BGW-001,BGW-001-C4,7.41,131.8,59.1,8.74,18.28,59.6,55.6,13.48,18.9,automated_daily
2024-02-19,BGW-001,BGW-001-C4,4.68,164.3,59.1,13.35,25.28,72.7,66.1,20.26,19.0,automated_daily
2024-02-20,BGW-001,BGW-001-C4,7.09,130.5,52.9,11.37,19.2,68.6,66.3,16.25,25.6,automated_daily
2024-02-21,BGW-001,BGW-001-C4,6.35,126.2,46.9,12.07,20.82,78.8,71.2,15.53,34.2,automated_daily
2024-02-22,BGW-001,BGW-001-C4,7.17,151.0,50.1,11.2,20.51,73.0,71.4,16.81,15.7,automated_daily
2024-02-23,BGW-001,BGW-001-C4,4.87,137.9,38.4,8.4,17.6,81.3,74.3,14.49,33.4,automated_daily
2024-02-24,BGW-001,BGW-001-C4,5.9,106.6,42.9,8.14,14.35,67.0,61.3,11.02,19.2,automated_daily
2024-02-25,BGW-001,BGW-001-C4,6.56,120.2,45.2,9.76,20.74,65.9,61.9,15.34,19.0,automated_daily
2024-02-26,BGW-001,BGW-001-C4,5.71,138.7,59.1,9.57,17.54,64.2,64.0,14.94,28.5,automated_daily
2024-02-27,BGW-001,BGW-001-C4,6.72,104.5,57.3,13.03,20.16,75.8,68.3,17.59,30.7,automated_daily
2024-02-28,BGW-001,BGW-001-C4,5.1,153.5,46.9,13.8,20.72,75.8,73.0,16.34,26.4,automated_daily
2024-02-29,BGW-001,BGW-001-C4,6.6,148.8,49.4,9.91,19.62,60.8,56.4,14.89,28.1,automated_daily
2024-03-01,BGW-001,BGW-001-C4,4.56,108.0,43.4,11.61,22.36,58.4,50.7,18.4,29.6,automated_daily
2024-03-02,BGW-001,BGW-001-C4,5.7,128.7,57.8,11.38,17.98,60.1,55.9,15.68,17.0,automated_daily
2024-03-03,BGW-001,BGW-001-C4,7.46,136.4,43.3,8.05,14.14,57.4,54.3,11.56,33.8,automated_daily
2024-03-04,BGW-001,BGW-001-C4,5.96,132.1,44.5,11.24,22.79,67.4,63.9,16.92,28.3,automated_daily
2023-01-23,BGW-002,BGW-002-C1,7.32,163.7,37.3,11.31,22.09,92.1,88.4,18.08,34.4,automated_daily
2023-01-24,BGW-002,BGW-002-C1,6.08,104.3,42.6,13.11,23.41,98.0,93.1,16.49,32.0,automated_daily
2023-01-25,BGW-002,BGW-002-C1,6.1,112.8,48.0,11.37,19.41,97.8,93.8,14.98,28.9,automated_daily
2023-01-26,BGW-002,BGW-002-C1,7.13,99.6,35.7,9.13,15.84,94.4,90.2,13.06,15.3,automated_daily
2023-01-27,BGW-002,BGW-002-C1,6.03,147.4,46.0,13.78,20.98,89.8,85.7,17.41,31.1,automated_daily
2023-01-28,BGW-002,BGW-002-C1,7.38,147.6,48.9,11.19,19.36,86.7,86.5,15.89,30.9,automated_daily
2023-01-29,BGW-002,BGW-002-C1,4.87,118.2,54.1,11.02,20.95,91.0,91.0,15.68,18.3,automated_daily
2023-01-30,BGW-002,BGW-002-C1,7.34,148.8,47.8,13.18,19.55,84.8,84.2,16.61,20.3,automated_daily
2023-01-31,BGW-002,BGW-002-C1,6.1,126.7,54.6,9.9,16.41,84.8,81.6,13.35,24.5,automated_daily
2023-02-01,BGW-002,BGW-002-C1,7.07,152.9,54.3,11.49,22.9,98.0,93.3,14.71,18.9,automated_daily
2023-02-02,BGW-002,BGW-002-C1,5.61,152.9,59.6,10.39,18.43,90.8,89.4,12.97,28.1,automated_daily
2023-02-03,BGW-002,BGW-002-C1,5.96,134.7,41.9,8.14,15.43,89.2,82.8,12.37,15.3,automated_daily
2023-02-04,BGW-002,BGW-002-C1,6.55,150.2,45.3,11.43,21.9,92.2,85.1,16.75,28.8,automated_daily
2023-02-05,BGW-002,BGW-002-C1,5.76,160.0,39.0,9.86,19.93,77.0,69.8,15.76,32.4,automated_daily
2023-02-06,BGW-002,BGW-002-C1,7.08,160.0,54.4,13.54,25.31,91.4,84.0,19.61,24.3,automated_daily
2023-02-07,BGW-002,BGW-002-C1,5.15,143.0,38.2,13.65,21.01,79.1,78.4,18.49,16.0,automated_daily
2023-02-08,BGW-002,BGW-002-C1,6.26,116.8,55.0,10.43,20.71,81.9,76.2,15.43,16.1,automated_daily
2023-02-09,BGW-002,BGW-002-C1,6.6,108.6,52.0,9.98,16.32,89.8,88.0,13.1,22.8,automated_daily
2023-02-10,BGW-002,BGW-002-C1,4.91,102.7,41.0,10.84,21.92,84.8,78.7,15.82,16.4,automated_daily
2023-02-11,BGW-002,BGW-002-C1,7.06,133.1,55.2,10.22,19.76,78.2,73.4,15.0,24.4,automated_daily
2023-02-12,BGW-002,BGW-002-C1,5.79,166.2,41.8,12.35,24.02,86.6,82.1,17.7,17.4,automated_daily
2023-02-13,BGW-002,BGW-002-C1,7.23,166.6,40.0,13.52,21.74,81.8,76.8,16.6,20.0,automated_daily
2023-02-14,BGW-002,BGW-002-C1,5.95,165.4,41.6,13.27,22.03,76.3,75.2,16.23,30.1,automated_daily
2023-02-15,BGW-002,BGW-002-C1,4.62,125.5,47.4,11.69,21.59,85.1,78.5,16.4,17.2,automated_daily
2023-02-16,BGW-002,BGW-002-C1,7.31,135.4,40.5,12.72,22.24,73.3,70.4,17.61,30.7,automated_daily
2023-02-17,BGW-002,BGW-002-C1,5.29,115.1,41.8,12.02,19.79,82.6,80.1,15.94,34.6,automated_daily
2023-02-18,BGW-002,BGW-002-C1,5.63,129.8,53.0,13.3,25.24,84.4,80.5,20.62,21.6,automated_daily
2023-02-19,BGW-002,BGW-002-C1,6.47,122.2,48.0,9.23,19.39,77.6,75.6,15.25,16.4,automated_daily
2023-02-20,BGW-002,BGW-002-C1,5.08,148.9,52.4,11.23,19.55,87.9,80.8,15.52,27.1,automated_daily
2023-02-21,BGW-002,BGW-002-C1,6.89,148.0,40.6,11.02,17.93,79.2,72.7,14.79,34.6,automated_daily
2023-02-22,BGW-002,BGW-002-C1,6.03,148.1,56.7,13.12,20.33,78.1,70.2,16.0,34.4,automated_daily
2023-02-23,BGW-002,BGW-002-C1,7.0,101.5,41.4,8.55,17.58,73.1,65.4,12.76,24.2,automated_daily
2023-02-24,BGW-002,BGW-002-C1,6.15,129.0,50.7,11.07,20.92,79.5,73.1,13.88,23.3,automated_daily
2023-02-25,BGW-002,BGW-002-C1,7.21,126.5,56.2,11.7,17.77,80.2,76.4,15.53,18.0,automated_daily
2023-02-26,BGW-002,BGW-002-C1,6.64,141.2,48.4,10.97,19.31,63.9,56.8,16.13,30.3,automated_daily
2023-02-27,BGW-002,BGW-002-C1,7.24,155.0,38.1,10.05,18.02,78.3,72.5,13.8,20.3,automated_daily
2023-02-28,BGW-002,BGW-002-C1,5.87,143.9,47.7,9.57,19.29,69.9,61.9,15.56,25.6,automated_daily
2023-03-01,BGW-002,BGW-002-C1,5.16,159.0,58.9,10.1,18.18,75.4,74.7,16.11,15.5,automated_daily
2023-03-02,BGW-002,BGW-002-C1,4.96,144.4,58.2,8.53,19.2,79.0,72.4,13.47,33.5,automated_daily
2023-03-03,BGW-002,BGW-002-C1,6.1,144.3,42.2,8.15,16.8,60.5,54.6,13.32,23.6,automated_daily
2023-03-04,BGW-002,BGW-002-C1,4.89,163.4,40.8,13.47,20.57,73.6,73.5,18.92,24.9,automated_daily
2023-03-05,BGW-002,BGW-002-C1,7.22,135.2,37.9,11.75,20.08,65.4,60.0,16.34,34.7,automated_daily
2023-03-06,BGW-002,BGW-002-C1,5.6,127.2,45.1,10.7,16.88,68.4,66.4,15.84,33.6,automated_daily
2023-03-07,BGW-002,BGW-002-C1,7.44,153.0,35.1,13.48,25.24,77.4,72.4,18.61,21.7,automated_daily
2023-03-08,BGW-002,BGW-002-C1,6.69,136.4,42.6,11.9,22.93,68.5,61.8,17.37,23.9,automated_daily
2023-03-09,BGW-002,BGW-002-C1,6.4,113.4,58.3,11.71,20.11,76.3,70.4,16.89,16.8,automated_daily
2023-03-10,BGW-002,BGW-002-C1,6.25,160.0,40.6,12.56,18.79,68.1,65.3,16.06,31.5,automated_daily
2023-03-11,BGW-002,BGW-002-C1,6.4,129.3,36.5,9.65,21.19,67.3,62.6,14.68,20.0,automated_daily
2023-03-12,BGW-002,BGW-002-C1,6.75,125.7,58.4,10.73,21.64,63.6,62.6,16.42,20.5,automated_daily
2023-03-13,BGW-002,BGW-002-C1,7.43,154.2,43.7,11.12,20.32,65.5,60.6,17.82,22.0,automated_daily
2023-03-14,BGW-002,BGW-002-C1,7.26,125.0,53.2,13.52,21.38,69.6,68.9,19.0,28.4,automated_daily
2023-03-15,BGW-002,BGW-002-C1,4.71,146.4,53.4,8.66,19.43,59.2,56.4,14.8,21.7,automated_daily
2023-03-16,BGW-002,BGW-002-C1,6.47,130.7,42.0,10.51,18.8,61.7,58.6,16.06,24.1,automated_daily
2023-03-17,BGW-002,BGW-002-C1,5.37,105.3,50.1,10.54,20.57,66.9,66.2,13.44,18.6,automated_daily
2023-03-18,BGW-002,BGW-002-C1,6.82,105.4,39.4,10.2,17.96,77.2,69.8,15.74,23.4,automated_daily
2023-03-19,BGW-002,BGW-002-C1,5.99,131.7,46.7,8.12,14.89,66.3,65.2,12.47,26.6,automated_daily
2023-03-20,BGW-002,BGW-002-C1,5.17,151.5,40.7,8.2,18.1,70.2,68.5,12.56,33.7,automated_daily
2023-03-21,BGW-002,BGW-002-C1,5.08,111.1,57.8,8.47,18.98,63.6,61.3,12.69,18.5,automated_daily
2023-03-22,BGW-002,BGW-002-C1,6.51,97.5,40.9,10.8,19.99,72.2,65.6,15.58,33.5,automated_daily
2023-03-23,BGW-002,BGW-002-C1,7.07,161.1,50.7,13.81,22.27,63.8,58.2,18.13,20.5,automated_daily
2023-03-24,BGW-002,BGW-002-C1,7.13,164.6,49.5,13.14,23.94,67.5,61.3,19.82,24.6,automated_daily
2023-03-25,BGW-002,BGW-002-C1,6.86,138.2,55.5,13.74,23.07,62.2,55.9,17.8,27.5,automated_daily
2023-03-26,BGW-002,BGW-002-C1,7.38,154.9,53.8,9.98,18.89,81.1,74.2,12.99,35.0,automated_daily
2023-03-27,BGW-002,BGW-002-C1,6.69,102.8,53.8,10.08,21.27,77.3,77.2,16.08,24.7,automated_daily
2023-03-28,BGW-002,BGW-002-C1,6.3,145.8,54.5,12.21,21.53,68.6,67.9,17.76,34.7,automated_daily
2023-03-29,BGW-002,BGW-002-C1,4.6,150.4,41.7,13.77,20.15,66.7,66.0,16.46,30.1,automated_daily
2023-03-30,BGW-002,BGW-002-C1,6.68,121.5,57.0,10.68,17.48,70.4,64.3,14.6,26.9,automated_daily
2023-03-31,BGW-002,BGW-002-C1,6.63,98.6,47.3,10.56,21.04,67.0,64.9,17.45,21.4,automated_daily
2023-04-01,BGW-002,BGW-002-C1,5.13,145.3,43.3,10.53,19.88,60.4,57.4,16.99,28.1,automated_daily
2023-04-02,BGW-002,BGW-002-C1,6.07,122.5,40.0,10.62,21.86,68.3,67.3,15.27,28.3,automated_daily
2023-04-03,BGW-002,BGW-002-C1,7.25,98.1,57.0,12.35,23.0,63.6,60.6,18.0,15.3,automated_daily
2023-04-04,BGW-002,BGW-002-C1,4.98,112.3,41.9,13.22,20.95,66.2,62.8,18.87,32.8,automated_daily
2023-04-05,BGW-002,BGW-002-C1,6.11,96.2,38.9,9.52,18.0,63.7,60.8,13.56,23.2,automated_daily
2023-04-06,BGW-002,BGW-002-C1,4.66,167.6,56.1,10.01,18.39,71.1,63.4,13.26,22.9,automated_daily
2023-04-07,BGW-002,BGW-002-C1,7.46,143.1,52.3,9.65,20.56,60.9,56.4,16.25,29.8,automated_daily
2023-04-08,BGW-002,BGW-002-C1,5.79,143.0,51.0,13.83,23.21,79.7,77.1,18.35,25.7,automated_daily
2023-04-09,BGW-002,BGW-002-C1,6.26,124.1,43.8,9.15,18.12,62.4,62.1,12.57,20.7,automated_daily
2023-04-10,BGW-002,BGW-002-C1,6.08,152.2,56.3,13.27,24.49,69.7,67.9,17.75,29.2,automated_daily
2023-04-11,BGW-002,BGW-002-C1,6.33,144.8,37.9,9.01,18.84,64.1,59.1,13.47,28.9,automated_daily
2023-04-12,BGW-002,BGW-002-C1,4.71,124.2,44.3,12.6,22.63,64.3,57.3,17.64,20.8,automated_daily
2023-05-07,BGW-002,BGW-002-C2,5.15,100.4,47.5,10.48,16.67,95.2,89.4,13.81,16.5,automated_daily
2023-05-08,BGW-002,BGW-002-C2,4.75,133.3,50.6,10.99,21.47,98.0,94.9,17.77,24.7,automated_daily
2023-05-09,BGW-002,BGW-002-C2,4.95,129.9,40.0,10.82,20.38,86.0,79.7,14.15,28.4,automated_daily
2023-05-10,BGW-002,BGW-002-C2,6.17,147.2,54.3,12.95,23.46,91.1,83.9,18.82,34.1,automated_daily
2023-05-11,BGW-002,BGW-002-C2,4.71,109.1,49.0,8.09,15.03,92.8,89.8,10.27,18.3,automated_daily
2023-05-12,BGW-002,BGW-002-C2,6.49,151.0,51.5,9.5,21.48,96.5,89.4,18.6,25.6,automated_daily
2023-05-13,BGW-002,BGW-002-C2,6.97,160.6,59.2,12.28,19.25,97.5,95.0,15.33,19.0,automated_daily
2023-05-14,BGW-002,BGW-002-C2,5.86,152.4,35.1,12.82,24.37,85.1,83.9,18.33,24.6,automated_daily
2023-05-15,BGW-002,BGW-002-C2,6.71,98.5,51.8,12.91,20.54,94.4,89.2,19.72,19.1,automated_daily
2023-05-16,BGW-002,BGW-002-C2,5.17,156.5,52.5,9.33,19.6,87.5,87.3,12.62,20.7,automated_daily
2023-05-17,BGW-002,BGW-002-C2,7.25,115.5,46.9,13.89,23.89,86.6,86.0,18.95,23.4,automated_daily
2023-05-18,BGW-002,BGW-002-C2,6.06,149.0,52.3,10.11,20.53,91.9,87.6,15.62,17.3,automated_daily
2023-05-19,BGW-002,BGW-002-C2,5.56,146.3,48.9,10.32,19.54,86.6,81.0,14.7,30.2,automated_daily
2023-05-20,BGW-002,BGW-002-C2,6.72,109.0,56.2,9.99,19.99,78.9,71.0,15.61,20.4,automated_daily
2023-05-21,BGW-002,BGW-002-C2,7.45,126.7,54.6,8.3,15.38,87.6,87.1,10.9,17.1,automated_daily
2023-05-22,BGW-002,BGW-002-C2,6.49,161.5,45.2,11.15,17.32,86.7,83.0,15.96,17.0,automated_daily
2023-05-23,BGW-002,BGW-002-C2,4.51,115.3,50.4,10.99,18.43,90.7,82.8,14.02,26.4,automated_daily
2023-05-24,BGW-002,BGW-002-C2,4.67,131.1,55.1,11.19,18.95,92.2,92.1,15.53,19.2,automated_daily
2023-05-25,BGW-002,BGW-002-C2,4.55,103.0,39.3,8.67,17.85,80.6,77.4,12.47,17.3,automated_daily
2023-05-26,BGW-002,BGW-002-C2,5.78,112.6,37.4,8.06,14.17,80.9,77.7,10.13,22.9,automated_daily
2023-05-27,BGW-002,BGW-002-C2,5.84,109.8,47.5,10.35,22.29,87.0,86.6,16.5,31.5,automated_daily
2023-05-28,BGW-002,BGW-002-C2,5.05,159.0,48.3,11.69,17.74,80.4,78.3,14.75,30.2,automated_daily
2023-05-29,BGW-002,BGW-002-C2,6.23,163.1,59.6,8.76,18.1,81.3,75.7,12.91,33.4,automated_daily
2023-05-30,BGW-002,BGW-002-C2,6.57,99.9,48.6,11.59,21.77,85.3,80.6,17.08,24.7,automated_daily
2023-05-31,BGW-002,BGW-002-C2,5.49,152.5,50.2,10.66,19.15,74.6,70.3,15.52,17.4,automated_daily
2023-06-01,BGW-002,BGW-002-C2,6.82,121.1,35.3,8.63,15.5,77.9,77.1,12.58,34.2,automated_daily
2023-06-02,BGW-002,BGW-002-C2,6.96,136.5,50.5,13.29,20.86,81.9,76.3,16.98,33.7,automated_daily
2023-06-03,BGW-002,BGW-002-C2,7.07,132.3,41.4,9.51,18.22,87.0,84.9,14.36,17.1,automated_daily
2023-06-04,BGW-002,BGW-002-C2,7.15,158.9,48.8,13.61,22.6,71.5,67.8,19.06,20.1,automated_daily
2023-06-05,BGW-002,BGW-002-C2,5.85,166.2,39.3,8.46,16.57,83.5,81.8,10.8,26.2,automated_daily
2023-06-06,BGW-002,BGW-002-C2,6.43,128.6,40.2,10.37,18.09,71.6,66.5,14.92,20.3,automated_daily
2023-06-07,BGW-002,BGW-002-C2,6.63,122.6,47.2,10.15,18.39,83.1,79.5,13.23,24.8,automated_daily
